date,country,continent,new_cases,new_deaths,new_recovered,total_cases,total_deaths,total_recovered,active_cases,cfr,vaccination_pct
2022-11-28,India,Asia,65,0,57,204214,1363,186463,16388,0.6674,85.0
2022-11-29,India,Asia,116,0,103,204330,1363,186566,16401,0.6671,85.0
2022-11-30,India,Asia,79,0,72,204409,1363,186638,16408,0.6668,85.0
2022-12-01,India,Asia,86,0,81,204495,1363,186719,16413,0.6665,85.0
2022-12-02,India,Asia,84,0,76,204579,1363,186795,16421,0.6662,85.0
2022-12-03,India,Asia,92,0,85,204671,1363,186880,16428,0.6659,85.0
2022-12-04,India,Asia,108,0,101,204779,1363,186981,16435,0.6656,85.0
2022-12-05,India,Asia,67,0,62,204846,1363,187043,16440,0.6654,85.0
2022-12-06,India,Asia,74,0,65,204920,1363,187108,16449,0.6651,85.0
2022-12-07,India,Asia,149,0,141,205069,1363,187249,16457,0.6647,85.0
2022-12-08,India,Asia,109,0,97,205178,1363,187346,16469,0.6643,85.0
2022-12-09,India,Asia,69,0,62,205247,1363,187408,16476,0.6641,85.0
2022-12-10,India,Asia,66,0,58,205313,1363,187466,16484,0.6639,85.0
2022-12-11,India,Asia,61,0,54,205374,1363,187520,16491,0.6637,85.0
2022-12-12,India,Asia,89,0,79,205463,1363,187599,16501,0.6634,85.0
2022-12-13,India,Asia,82,0,76,205545,1363,187675,16507,0.6631,85.0
2022-12-14,India,Asia,78,0,69,205623,1363,187744,16516,0.6629,85.0
2022-12-15,India,Asia,58,0,52,205681,1363,187796,16522,0.6627,85.0
2022-12-16,India,Asia,76,0,68,205757,1363,187864,16530,0.6624,85.0
2022-12-17,India,Asia,78,0,70,205835,1363,187934,16538,0.6622,85.0
2022-12-18,India,Asia,85,0,78,205920,1363,188012,16545,0.6619,85.0
2022-12-19,India,Asia,59,0,52,205979,1363,188064,16552,0.6617,85.0
2022-12-20,India,Asia,98,0,87,206077,1363,188151,16563,0.6614,85.0
2022-12-21,India,Asia,101,0,92,206178,1363,188243,16572,0.6611,85.0
2022-12-22,India,Asia,36,0,32,206214,1363,188275,16576,0.661,85.0
2022-12-23,India,Asia,46,0,41,206260,1363,188316,16581,0.6608,85.0
2022-12-24,India,Asia,96,0,84,206356,1363,188400,16593,0.6605,85.0
2022-12-25,India,Asia,106,0,97,206462,1363,188497,16602,0.6602,85.0
2022-12-26,India,Asia,94,0,87,206556,1363,188584,16609,0.6599,85.0
2022-12-27,India,Asia,66,0,59,206622,1363,188643,16616,0.6597,85.0
2022-12-28,India,Asia,58,0,51,206680,1363,188694,16623,0.6595,85.0
2022-12-29,India,Asia,96,0,88,206776,1363,188782,16631,0.6592,85.0
2022-12-30,India,Asia,111,0,102,206887,1363,188884,16640,0.6588,85.0
2022-12-31,India,Asia,51,0,45,206938,1363,188929,16646,0.6587,85.0
2020-01-22,Brazil,South America,25,0,22,25,0,22,3,0.0,0.0
2020-01-23,Brazil,South America,23,0,21,48,0,43,5,0.0,0.0
2020-01-24,Brazil,South America,12,0,10,60,0,53,7,0.0,0.0
2020-01-25,Brazil,South America,19,0,17,79,0,70,9,0.0,0.0
2020-01-26,Brazil,South America,17,0,15,96,0,85,11,0.0,0.0
2020-01-27,Brazil,South America,27,0,25,123,0,110,13,0.0,0.0
2020-01-28,Brazil,South America,22,0,20,145,0,130,15,0.0,0.0
2020-01-29,Brazil,South America,28,1,26,173,1,156,16,0.578,0.0
2020-01-30,Brazil,South America,48,1,42,221,2,198,21,0.905,0.0
2020-01-31,Brazil,South America,28,0,26,249,2,224,23,0.8032,0.0
2020-02-01,Brazil,South America,30,0,27,279,2,251,26,0.7168,0.0
2020-02-02,Brazil,South America,47,1,43,326,3,294,29,0.9202,0.0
2020-02-03,Brazil,South America,48,1,42,374,4,336,34,1.0695,0.0
2020-02-04,Brazil,South America,25,0,22,399,4,358,37,1.0025,0.0
2020-02-05,Brazil,South America,22,0,20,421,4,378,39,0.9501,0.0
2020-02-06,Brazil,South America,41,1,38,462,5,416,41,1.0823,0.0
2020-02-07,Brazil,South America,47,0,43,509,5,459,45,0.9823,0.0
2020-02-08,Brazil,South America,34,0,31,543,5,490,48,0.9208,0.0
2020-02-09,Brazil,South America,47,1,42,590,6,532,52,1.0169,0.0
2020-02-10,Brazil,South America,25,0,22,615,6,554,55,0.9756,0.0
2020-02-11,Brazil,South America,48,1,43,663,7,597,59,1.0558,0.0
2020-02-12,Brazil,South America,31,1,28,694,8,625,61,1.1527,0.0
2020-02-13,Brazil,South America,36,0,32,730,8,657,65,1.0959,0.0
2020-02-14,Brazil,South America,58,1,52,788,9,709,70,1.1421,0.0
2020-02-15,Brazil,South America,31,1,27,819,10,736,73,1.221,0.0
2020-02-16,Brazil,South America,40,0,36,859,10,772,77,1.1641,0.0
2020-02-17,Brazil,South America,49,1,44,908,11,816,81,1.2115,0.0
2020-02-18,Brazil,South America,28,0,25,936,11,841,84,1.1752,0.0
2020-02-19,Brazil,South America,25,0,22,961,11,863,87,1.1446,0.0
2020-02-20,Brazil,South America,29,0,26,990,11,889,90,1.1111,0.0
2020-02-21,Brazil,South America,36,0,33,1026,11,922,93,1.0721,0.0
2020-02-22,Brazil,South America,57,2,50,1083,13,972,98,1.2004,0.0
2020-02-23,Brazil,South America,31,0,27,1114,13,999,102,1.167,0.0
2020-02-24,Brazil,South America,50,0,46,1164,13,1045,106,1.1168,0.0
2020-02-25,Brazil,South America,37,0,34,1201,13,1079,109,1.0824,0.0
2020-02-26,Brazil,South America,55,1,50,1256,14,1129,113,1.1146,0.0
2020-02-27,Brazil,South America,72,1,63,1328,15,1192,121,1.1295,0.0
2020-02-28,Brazil,South America,32,0,28,1360,15,1220,125,1.1029,0.0
2020-02-29,Brazil,South America,99,2,87,1459,17,1307,135,1.1652,0.0
2020-03-01,Brazil,South America,44,1,40,1503,18,1347,138,1.1976,0.0
2020-03-02,Brazil,South America,60,1,55,1563,19,1402,142,1.2156,0.0
2020-03-03,Brazil,South America,69,2,64,1632,21,1466,145,1.2868,0.0
2020-03-04,Brazil,South America,43,0,39,1675,21,1505,149,1.2537,0.0
2020-03-05,Brazil,South America,49,1,44,1724,22,1549,153,1.2761,0.0
2020-03-06,Brazil,South America,66,2,59,1790,24,1608,158,1.3408,0.0
2020-03-07,Brazil,South America,59,2,53,1849,26,1661,162,1.4062,0.0
2020-03-08,Brazil,South America,117,4,107,1966,30,1768,168,1.5259,0.0
2020-03-09,Brazil,South America,72,1,67,2038,31,1835,172,1.5211,0.0
2020-03-10,Brazil,South America,57,2,53,2095,33,1888,174,1.5752,0.0
2020-03-11,Brazil,South America,46,1,41,2141,34,1929,178,1.588,0.0
2020-03-12,Brazil,South America,46,0,42,2187,34,1971,182,1.5546,0.0
2020-03-13,Brazil,South America,54,1,49,2241,35,2020,186,1.5618,0.0
2020-03-14,Brazil,South America,76,2,67,2317,37,2087,193,1.5969,0.0
2020-03-15,Brazil,South America,72,1,66,2389,38,2153,198,1.5906,0.0
2020-03-16,Brazil,South America,47,1,41,2436,39,2194,203,1.601,0.0
2020-03-17,Brazil,South America,128,3,117,2564,42,2311,211,1.6381,0.0
2020-03-18,Brazil,South America,52,1,46,2616,43,2357,216,1.6437,0.0
2020-03-19,Brazil,South America,87,3,81,2703,46,2438,219,1.7018,0.0
2020-03-20,Brazil,South America,62,1,56,2765,47,2494,224,1.6998,0.0
2020-03-21,Brazil,South America,56,0,51,2821,47,2545,229,1.6661,0.0
2020-03-22,Brazil,South America,105,2,98,2926,49,2643,234,1.6746,0.0
2020-03-23,Brazil,South America,81,3,72,3007,52,2715,240,1.7293,0.0
2020-03-24,Brazil,South America,57,1,51,3064,53,2766,245,1.7298,0.0
2020-03-25,Brazil,South America,73,2,66,3137,55,2832,250,1.7533,0.0
2020-03-26,Brazil,South America,67,1,62,3204,56,2894,254,1.7478,0.0
2020-03-27,Brazil,South America,118,2,109,3322,58,3003,261,1.7459,0.0
2020-03-28,Brazil,South America,60,1,55,3382,59,3058,265,1.7445,0.0
2020-03-29,Brazil,South America,182,3,168,3564,62,3226,276,1.7396,0.0
2020-03-30,Brazil,South America,97,2,88,3661,64,3314,283,1.7482,0.0
2020-03-31,Brazil,South America,69,1,63,3730,65,3377,288,1.7426,0.0
2020-04-01,Brazil,South America,84,3,75,3814,68,3452,294,1.7829,0.0
2020-04-02,Brazil,South America,63,1,59,3877,69,3511,297,1.7797,0.0
2020-04-03,Brazil,South America,113,3,105,3990,72,3616,302,1.8045,0.0
2020-04-04,Brazil,South America,101,1,89,4091,73,3705,313,1.7844,0.0
2020-04-05,Brazil,South America,77,3,69,4168,76,3774,318,1.8234,0.0
2020-04-06,Brazil,South America,60,2,55,4228,78,3829,321,1.8448,0.0
2020-04-07,Brazil,South America,52,1,47,4280,79,3876,325,1.8458,0.0
2020-04-08,Brazil,South America,123,2,116,4403,81,3992,330,1.8397,0.0
2020-04-09,Brazil,South America,80,2,72,4483,83,4064,336,1.8514,0.0
2020-04-10,Brazil,South America,111,2,99,4594,85,4163,346,1.8502,0.0
2020-04-11,Brazil,South America,66,2,60,4660,87,4223,350,1.867,0.0
2020-04-12,Brazil,South America,53,2,46,4713,89,4269,355,1.8884,0.0
2020-04-13,Brazil,South America,201,8,177,4914,97,4446,371,1.974,0.0
2020-04-14,Brazil,South America,93,2,87,5007,99,4533,375,1.9772,0.0
2020-04-15,Brazil,South America,105,1,97,5112,100,4630,382,1.9562,0.0
2020-04-16,Brazil,South America,81,3,75,5193,103,4705,385,1.9834,0.0
2020-04-17,Brazil,South America,76,3,69,5269,106,4774,389,2.0118,0.0
2020-04-18,Brazil,South America,88,1,81,5357,107,4855,395,1.9974,0.0
2020-04-19,Brazil,South America,65,1,57,5422,108,4912,402,1.9919,0.0
2020-04-20,Brazil,South America,89,2,82,5511,110,4994,407,1.996,0.0
2020-04-21,Brazil,South America,135,5,124,5646,115,5118,413,2.0368,0.0
2020-04-22,Brazil,South America,90,1,83,5736,116,5201,419,2.0223,0.0
2020-04-23,Brazil,South America,143,4,129,5879,120,5330,429,2.0412,0.0
2020-04-24,Brazil,South America,50,2,44,5929,122,5374,433,2.0577,0.0
2020-04-25,Brazil,South America,82,2,73,6011,124,5447,440,2.0629,0.0
2020-04-26,Brazil,South America,73,2,66,6084,126,5513,445,2.071,0.0
2020-04-27,Brazil,South America,88,3,81,6172,129,5594,449,2.0901,0.0
2020-04-28,Brazil,South America,87,3,80,6259,132,5674,453,2.109,0.0
2020-04-29,Brazil,South America,73,1,68,6332,133,5742,457,2.1004,0.0
2020-04-30,Brazil,South America,80,3,73,6412,136,5815,461,2.121,0.0
2020-05-01,Brazil,South America,110,1,104,6522,137,5919,466,2.1006,0.0
2020-05-02,Brazil,South America,51,1,48,6573,138,5967,468,2.0995,0.0
2020-05-03,Brazil,South America,107,3,98,6680,141,6065,474,2.1108,0.0
2020-05-04,Brazil,South America,109,3,100,6789,144,6165,480,2.1211,0.0
2020-05-05,Brazil,South America,93,3,86,6882,147,6251,484,2.136,0.0
2020-05-06,Brazil,South America,86,3,76,6968,150,6327,491,2.1527,0.0
2020-05-07,Brazil,South America,84,2,78,7052,152,6405,495,2.1554,0.0
2020-05-08,Brazil,South America,65,1,59,7117,153,6464,500,2.1498,0.0
2020-05-09,Brazil,South America,71,2,66,7188,155,6530,503,2.1564,0.0
2020-05-10,Brazil,South America,84,1,77,7272,156,6607,509,2.1452,0.0
2020-05-11,Brazil,South America,58,1,55,7330,157,6662,511,2.1419,0.0
2020-05-12,Brazil,South America,91,2,81,7421,159,6743,519,2.1426,0.0
2020-05-13,Brazil,South America,95,3,87,7516,162,6830,524,2.1554,0.0
2020-05-14,Brazil,South America,61,1,57,7577,163,6887,527,2.1512,0.0
2020-05-15,Brazil,South America,50,1,45,7627,164,6932,531,2.1503,0.0
2020-05-16,Brazil,South America,61,2,57,7688,166,6989,533,2.1592,0.0
2020-05-17,Brazil,South America,101,3,95,7789,169,7084,536,2.1697,0.0
2020-05-18,Brazil,South America,70,1,64,7859,170,7148,541,2.1631,0.0
2020-05-19,Brazil,South America,101,1,92,7960,171,7240,549,2.1482,0.0
2020-05-20,Brazil,South America,67,1,60,8027,172,7300,555,2.1428,0.0
2020-05-21,Brazil,South America,106,3,99,8133,175,7399,559,2.1517,0.0
2020-05-22,Brazil,South America,89,2,81,8222,177,7480,565,2.1528,0.0
2020-05-23,Brazil,South America,72,2,66,8294,179,7546,569,2.1582,0.0
2020-05-24,Brazil,South America,77,2,71,8371,181,7617,573,2.1622,0.0
2020-05-25,Brazil,South America,63,1,58,8434,182,7675,577,2.1579,0.0
2020-05-26,Brazil,South America,80,1,70,8514,183,7745,586,2.1494,0.0
2020-05-27,Brazil,South America,126,3,117,8640,186,7862,592,2.1528,0.0
2020-05-28,Brazil,South America,41,1,37,8681,187,7899,595,2.1541,0.0
2020-05-29,Brazil,South America,97,3,89,8778,190,7988,600,2.1645,0.0
2020-05-30,Brazil,South America,113,1,104,8891,191,8092,608,2.1482,0.0
2020-05-31,Brazil,South America,92,3,84,8983,194,8176,613,2.1596,0.0
2020-06-01,Brazil,South America,74,1,66,9057,195,8242,620,2.153,0.0
2020-06-02,Brazil,South America,71,1,65,9128,196,8307,625,2.1472,0.0
2020-06-03,Brazil,South America,41,0,38,9169,196,8345,628,2.1376,0.0
2020-06-04,Brazil,South America,79,2,71,9248,198,8416,634,2.141,0.0
2020-06-05,Brazil,South America,102,3,92,9350,201,8508,641,2.1497,0.0
2020-06-06,Brazil,South America,96,2,88,9446,203,8596,647,2.1491,0.0
2020-06-07,Brazil,South America,47,1,42,9493,204,8638,651,2.149,0.0
2020-06-08,Brazil,South America,74,1,69,9567,205,8707,655,2.1428,0.0
2020-06-09,Brazil,South America,77,1,71,9644,206,8778,660,2.136,0.0
2020-06-10,Brazil,South America,97,2,87,9741,208,8865,668,2.1353,0.0
2020-06-11,Brazil,South America,72,2,65,9813,210,8930,673,2.14,0.0
2020-06-12,Brazil,South America,61,2,55,9874,212,8985,677,2.1471,0.0
2020-06-13,Brazil,South America,86,2,79,9960,214,9064,682,2.1486,0.0
2020-06-14,Brazil,South America,114,3,106,10074,217,9170,687,2.1541,0.0
2020-06-15,Brazil,South America,73,1,68,10147,218,9238,691,2.1484,0.0
2020-06-16,Brazil,South America,65,1,58,10212,219,9296,697,2.1445,0.0
2020-06-17,Brazil,South America,105,4,94,10317,223,9390,704,2.1615,0.0
2020-06-18,Brazil,South America,75,2,68,10392,225,9458,709,2.1651,0.0
2020-06-19,Brazil,South America,86,3,78,10478,228,9536,714,2.176,0.0
2020-06-20,Brazil,South America,94,1,84,10572,229,9620,723,2.1661,0.0
2020-06-21,Brazil,South America,133,4,125,10705,233,9745,727,2.1766,0.0
2020-06-22,Brazil,South America,80,1,71,10785,234,9816,735,2.1697,0.0
2020-06-23,Brazil,South America,107,4,100,10892,238,9916,738,2.1851,0.0
2020-06-24,Brazil,South America,79,2,72,10971,240,9988,743,2.1876,0.0
2020-06-25,Brazil,South America,141,3,129,11112,243,10117,752,2.1868,0.0
2020-06-26,Brazil,South America,105,2,96,11217,245,10213,759,2.1842,0.0
2020-06-27,Brazil,South America,112,2,104,11329,247,10317,765,2.1802,0.0
2020-06-28,Brazil,South America,121,4,108,11450,251,10425,774,2.1921,0.0
2020-06-29,Brazil,South America,124,3,113,11574,254,10538,782,2.1946,0.0
2020-06-30,Brazil,South America,143,3,127,11717,257,10665,795,2.1934,0.0
2020-07-01,Brazil,South America,81,2,76,11798,259,10741,798,2.1953,0.0
2020-07-02,Brazil,South America,123,3,108,11921,262,10849,810,2.1978,0.0
2020-07-03,Brazil,South America,70,2,65,11991,264,10914,813,2.2017,0.0
2020-07-04,Brazil,South America,148,3,131,12139,267,11045,827,2.1995,0.0
2020-07-05,Brazil,South America,110,4,99,12249,271,11144,834,2.2124,0.0
2020-07-06,Brazil,South America,167,4,155,12416,275,11299,842,2.2149,0.0
2020-07-07,Brazil,South America,124,2,111,12540,277,11410,853,2.2089,0.0
2020-07-08,Brazil,South America,125,2,116,12665,279,11526,860,2.2029,0.0
2020-07-09,Brazil,South America,103,4,94,12768,283,11620,865,2.2165,0.0
2020-07-10,Brazil,South America,62,1,56,12830,284,11676,870,2.2136,0.0
2020-07-11,Brazil,South America,224,7,212,13054,291,11888,875,2.2292,0.0
2020-07-12,Brazil,South America,117,4,110,13171,295,11998,878,2.2398,0.0
2020-07-13,Brazil,South America,164,4,155,13335,299,12153,883,2.2422,0.0
2020-07-14,Brazil,South America,210,7,198,13545,306,12351,888,2.2591,0.0
2020-07-15,Brazil,South America,80,1,74,13625,307,12425,893,2.2532,0.0
2020-07-16,Brazil,South America,75,2,68,13700,309,12493,898,2.2555,0.0
2020-07-17,Brazil,South America,134,4,120,13834,313,12613,908,2.2625,0.0
2020-07-18,Brazil,South America,264,7,235,14098,320,12848,930,2.2698,0.0
2020-07-19,Brazil,South America,117,5,107,14215,325,12955,935,2.2863,0.0
2020-07-20,Brazil,South America,111,2,100,14326,327,13055,944,2.2826,0.0
2020-07-21,Brazil,South America,214,5,196,14540,332,13251,957,2.2834,0.0
2020-07-22,Brazil,South America,127,2,116,14667,334,13367,966,2.2772,0.0
2020-07-23,Brazil,South America,349,7,310,15016,341,13677,998,2.2709,0.0
2020-07-24,Brazil,South America,145,5,131,15161,346,13808,1007,2.2822,0.0
2020-07-25,Brazil,South America,170,7,157,15331,353,13965,1013,2.3025,0.0
2020-07-26,Brazil,South America,116,5,108,15447,358,14073,1016,2.3176,0.0
2020-07-27,Brazil,South America,209,8,186,15656,366,14259,1031,2.3378,0.0
2020-07-28,Brazil,South America,108,2,101,15764,368,14360,1036,2.3344,0.0
2020-07-29,Brazil,South America,107,1,94,15871,369,14454,1048,2.325,0.0
2020-07-30,Brazil,South America,112,2,104,15983,371,14558,1054,2.3212,0.0
2020-07-31,Brazil,South America,120,3,105,16103,374,14663,1066,2.3225,0.0
2020-08-01,Brazil,South America,83,1,76,16186,375,14739,1072,2.3168,0.0
2020-08-02,Brazil,South America,95,3,88,16281,378,14827,1076,2.3217,0.0
2020-08-03,Brazil,South America,185,8,168,16466,386,14995,1085,2.3442,0.0
2020-08-04,Brazil,South America,259,8,236,16725,394,15231,1100,2.3558,0.0
2020-08-05,Brazil,South America,273,10,251,16998,404,15482,1112,2.3768,0.0
2020-08-06,Brazil,South America,151,6,142,17149,410,15624,1115,2.3908,0.0
2020-08-07,Brazil,South America,145,2,130,17294,412,15754,1128,2.3823,0.0
2020-08-08,Brazil,South America,125,3,117,17419,415,15871,1133,2.3825,0.0
2020-08-09,Brazil,South America,161,4,144,17580,419,16015,1146,2.3834,0.0
2020-08-10,Brazil,South America,119,4,112,17699,423,16127,1149,2.39,0.0
2020-08-11,Brazil,South America,201,5,187,17900,428,16314,1158,2.3911,0.0
2020-08-12,Brazil,South America,143,4,127,18043,432,16441,1170,2.3943,0.0
2020-08-13,Brazil,South America,149,5,134,18192,437,16575,1180,2.4022,0.0
2020-08-14,Brazil,South America,193,3,171,18385,440,16746,1199,2.3933,0.0
2020-08-15,Brazil,South America,277,6,257,18662,446,17003,1213,2.3899,0.0
2020-08-16,Brazil,South America,151,5,140,18813,451,17143,1219,2.3973,0.0
2020-08-17,Brazil,South America,198,5,180,19011,456,17323,1232,2.3986,0.0
2020-08-18,Brazil,South America,152,3,137,19163,459,17460,1244,2.3952,0.0
2020-08-19,Brazil,South America,158,3,142,19321,462,17602,1257,2.3912,0.0
2020-08-20,Brazil,South America,134,5,120,19455,467,17722,1266,2.4004,0.0
2020-08-21,Brazil,South America,124,4,110,19579,471,17832,1276,2.4056,0.0
2020-08-22,Brazil,South America,129,3,118,19708,474,17950,1284,2.4051,0.0
2020-08-23,Brazil,South America,203,7,179,19911,481,18129,1301,2.4158,0.0
2020-08-24,Brazil,South America,229,5,206,20140,486,18335,1319,2.4131,0.0
2020-08-25,Brazil,South America,129,3,118,20269,489,18453,1327,2.4126,0.0
2020-08-26,Brazil,South America,117,4,106,20386,493,18559,1334,2.4183,0.0
2020-08-27,Brazil,South America,110,2,100,20496,495,18659,1342,2.4151,0.0
2020-08-28,Brazil,South America,210,3,185,20706,498,18844,1364,2.4051,0.0
2020-08-29,Brazil,South America,174,6,154,20880,504,18998,1378,2.4138,0.0
2020-08-30,Brazil,South America,137,5,127,21017,509,19125,1383,2.4218,0.0
2020-08-31,Brazil,South America,201,5,179,21218,514,19304,1400,2.4225,0.0
2020-09-01,Brazil,South America,158,4,145,21376,518,19449,1409,2.4233,0.0
2020-09-02,Brazil,South America,282,12,265,21658,530,19714,1414,2.4471,0.0
2020-09-03,Brazil,South America,208,8,194,21866,538,19908,1420,2.4604,0.0
2020-09-04,Brazil,South America,134,5,122,22000,543,20030,1427,2.4682,0.0
2020-09-05,Brazil,South America,79,2,70,22079,545,20100,1434,2.4684,0.0
2020-09-06,Brazil,South America,170,3,153,22249,548,20253,1448,2.463,0.0
2020-09-07,Brazil,South America,99,2,89,22348,550,20342,1456,2.4611,0.0
2020-09-08,Brazil,South America,98,3,86,22446,553,20428,1465,2.4637,0.0
2020-09-09,Brazil,South America,194,7,175,22640,560,20603,1477,2.4735,0.0
2020-09-10,Brazil,South America,185,3,174,22825,563,20777,1485,2.4666,0.0
2020-09-11,Brazil,South America,159,5,144,22984,568,20921,1495,2.4713,0.0
2020-09-12,Brazil,South America,96,2,89,23080,570,21010,1500,2.4697,0.0
2020-09-13,Brazil,South America,145,5,135,23225,575,21145,1505,2.4758,0.0
2020-09-14,Brazil,South America,197,5,176,23422,580,21321,1521,2.4763,0.0
2020-09-15,Brazil,South America,100,3,94,23522,583,21415,1524,2.4785,0.0
2020-09-16,Brazil,South America,100,3,91,23622,586,21506,1530,2.4807,0.0
2020-09-17,Brazil,South America,62,2,57,23684,588,21563,1533,2.4827,0.0
2020-09-18,Brazil,South America,129,4,121,23813,592,21684,1537,2.486,0.0
2020-09-19,Brazil,South America,120,2,108,23933,594,21792,1547,2.4819,0.0
2020-09-20,Brazil,South America,97,1,90,24030,595,21882,1553,2.4761,0.0
2020-09-21,Brazil,South America,112,4,99,24142,599,21981,1562,2.4812,0.0
2020-09-22,Brazil,South America,114,3,106,24256,602,22087,1567,2.4819,0.0
2020-09-23,Brazil,South America,125,3,111,24381,605,22198,1578,2.4814,0.0
2020-09-24,Brazil,South America,97,3,90,24478,608,22288,1582,2.4839,0.0
2020-09-25,Brazil,South America,53,2,48,24531,610,22336,1585,2.4866,0.0
2020-09-26,Brazil,South America,75,1,70,24606,611,22406,1589,2.4831,0.0
2020-09-27,Brazil,South America,105,1,94,24711,612,22500,1599,2.4766,0.0
2020-09-28,Brazil,South America,69,2,62,24780,614,22562,1604,2.4778,0.0
2020-09-29,Brazil,South America,139,2,125,24919,616,22687,1616,2.472,0.0
2020-09-30,Brazil,South America,47,1,44,24966,617,22731,1618,2.4714,0.0
2020-10-01,Brazil,South America,114,4,102,25080,621,22833,1626,2.4761,0.0
2020-10-02,Brazil,South America,155,6,147,25235,627,22980,1628,2.4846,0.0
2020-10-03,Brazil,South America,44,0,40,25279,627,23020,1632,2.4803,0.0
2020-10-04,Brazil,South America,73,2,64,25352,629,23084,1639,2.4811,0.0
2020-10-05,Brazil,South America,66,2,59,25418,631,23143,1644,2.4825,0.0
2020-10-06,Brazil,South America,40,0,36,25458,631,23179,1648,2.4786,0.0
2020-10-07,Brazil,South America,79,1,72,25537,632,23251,1654,2.4748,0.0
2020-10-08,Brazil,South America,66,1,61,25603,633,23312,1658,2.4724,0.0
2020-10-09,Brazil,South America,41,1,36,25644,634,23348,1662,2.4723,0.0
2020-10-10,Brazil,South America,48,1,43,25692,635,23391,1666,2.4716,0.0
2020-10-11,Brazil,South America,58,1,53,25750,636,23444,1670,2.4699,0.0
2020-10-12,Brazil,South America,59,1,53,25809,637,23497,1675,2.4681,0.0
2020-10-13,Brazil,South America,70,3,65,25879,640,23562,1677,2.473,0.0
2020-10-14,Brazil,South America,68,1,63,25947,641,23625,1681,2.4704,0.0
2020-10-15,Brazil,South America,45,1,40,25992,642,23665,1685,2.47,0.0
2020-10-16,Brazil,South America,36,0,32,26028,642,23697,1689,2.4666,0.0
2020-10-17,Brazil,South America,66,2,59,26094,644,23756,1694,2.468,0.0
2020-10-18,Brazil,South America,39,1,34,26133,645,23790,1698,2.4681,0.0
2020-10-19,Brazil,South America,30,1,27,26163,646,23817,1700,2.4691,0.0
2020-10-20,Brazil,South America,30,0,27,26193,646,23844,1703,2.4663,0.0
2020-10-21,Brazil,South America,29,0,25,26222,646,23869,1707,2.4636,0.0
2020-10-22,Brazil,South America,35,0,32,26257,646,23901,1710,2.4603,0.0
2020-10-23,Brazil,South America,47,1,42,26304,647,23943,1714,2.4597,0.0
2020-10-24,Brazil,South America,36,1,34,26340,648,23977,1715,2.4601,0.0
2020-10-25,Brazil,South America,60,2,56,26400,650,24033,1717,2.4621,0.0
2020-10-26,Brazil,South America,17,0,15,26417,650,24048,1719,2.4605,0.0
2020-10-27,Brazil,South America,35,1,31,26452,651,24079,1722,2.4611,0.0
2020-10-28,Brazil,South America,27,0,24,26479,651,24103,1725,2.4586,0.0
2020-10-29,Brazil,South America,28,0,26,26507,651,24129,1727,2.456,0.0
2020-10-30,Brazil,South America,32,0,28,26539,651,24157,1731,2.453,0.0
2020-10-31,Brazil,South America,36,0,32,26575,651,24189,1735,2.4497,0.0
2020-11-01,Brazil,South America,22,0,19,26597,651,24208,1738,2.4476,0.0
2020-11-02,Brazil,South America,26,0,23,26623,651,24231,1741,2.4453,0.0
2020-11-03,Brazil,South America,10,0,8,26633,651,24239,1743,2.4443,0.0
2020-11-04,Brazil,South America,22,0,20,26655,651,24259,1745,2.4423,0.0
2020-11-05,Brazil,South America,29,0,26,26684,651,24285,1748,2.4397,0.0
2020-11-06,Brazil,South America,22,0,20,26706,651,24305,1750,2.4377,0.0
2020-11-07,Brazil,South America,16,0,14,26722,651,24319,1752,2.4362,0.0
2020-11-08,Brazil,South America,17,0,15,26739,651,24334,1754,2.4346,0.0
2020-11-09,Brazil,South America,13,0,12,26752,651,24346,1755,2.4335,0.0
2020-11-10,Brazil,South America,21,0,19,26773,651,24365,1757,2.4316,0.0
2020-11-11,Brazil,South America,24,1,22,26797,652,24387,1758,2.4331,0.0
2020-11-12,Brazil,South America,10,0,9,26807,652,24396,1759,2.4322,0.0
2020-11-13,Brazil,South America,22,0,20,26829,652,24416,1761,2.4302,0.0
2020-11-14,Brazil,South America,14,0,13,26843,652,24429,1762,2.4289,0.0
2020-11-15,Brazil,South America,15,0,13,26858,652,24442,1764,2.4276,0.0
2020-11-16,Brazil,South America,12,0,10,26870,652,24452,1766,2.4265,0.0
2020-11-17,Brazil,South America,11,0,9,26881,652,24461,1768,2.4255,0.0
2020-11-18,Brazil,South America,12,0,11,26893,652,24472,1769,2.4244,0.0
2020-11-19,Brazil,South America,16,0,15,26909,652,24487,1770,2.423,0.0
2020-11-20,Brazil,South America,18,0,16,26927,652,24503,1772,2.4214,0.0
2020-11-21,Brazil,South America,15,0,13,26942,652,24516,1774,2.42,0.0
2020-11-22,Brazil,South America,19,0,17,26961,652,24533,1776,2.4183,0.0
2020-11-23,Brazil,South America,7,0,6,26968,652,24539,1777,2.4177,0.0
2020-11-24,Brazil,South America,7,0,6,26975,652,24545,1778,2.4171,0.0
2020-11-25,Brazil,South America,8,0,7,26983,652,24552,1779,2.4163,0.0
2020-11-26,Brazil,South America,9,0,8,26992,652,24560,1780,2.4155,0.0
2020-11-27,Brazil,South America,13,0,11,27005,652,24571,1782,2.4144,0.0
2020-11-28,Brazil,South America,12,0,11,27017,652,24582,1783,2.4133,0.0
2020-11-29,Brazil,South America,8,0,7,27025,652,24589,1784,2.4126,0.0
